Pedigree,Genotype,Note,KRN,QS,TS,date
10g-1606-22@,Z013E0317,Ki3,14,5,S,3.24.2011
10g-1606-23@,Z013E0317,Ki3,14,4,S,3.24.2011
10g-1606-24@,Z013E0317,Ki3,14,5,S,3.24.2011
10g-1606-25@,Z013E0317,Ki3,,,,3.24.2011
10g-1607-21@,Z013E0318,Ki3,20,5,S,3.24.2011
10g-1607-22@,Z013E0318,Ki3,20,5,S,3.24.2011
10g-1607-23@,Z013E0318,Ki3,,,,3.24.2011
10g-1607-24@,Z013E0318,Ki3,,,,3.24.2011
10g-1607-25@,Z013E0318,Ki3,,,,3.24.2011
10g-1608-21@,Z013E0319,Ki3,16,5,S,3.24.2011
10g-1608-22@,Z013E0319,Ki3,16,5,S,3.24.2011
10g-1608-23@,Z013E0319,Ki3,16,5,S,3.24.2011
10g-1609-21@,Z013E0320,Ki3,16,5,S,3.24.2011
10g-1609-22@,Z013E0320,Ki3,16,5,S,3.24.2011
10g-1609-23@,Z013E0320,Ki3,16,5,S,3.24.2011
10g-1609-24@,Z013E0320,Ki3,14,4,S,3.24.2011
10g-1610-21@,Z013E0321,Ki3,13,3,T,3.24.2011
10g-1610-22@,Z013E0321,Ki3,12,4,S,3.24.2011
10g-1610-23@,Z013E0321,Ki3,15,2,S,3.24.2011
10g-1611-21@,Z013E0322,Ki3,14,5,S,3.24.2011
10g-1611-22@,Z013E0322,Ki3,14,4,S,3.24.2011
10g-1611-23@,Z013E0322,Ki3,14,4,S,3.24.2011
10g-1612-21@,Z013E0323,Ki3,16,5,S,3.24.2011
10g-1612-22@,Z013E0323,Ki3,16,5,S,3.24.2011
10g-1612-23@,Z013E0323,Ki3,16,4,S,3.24.2011
10g-1612-24@,Z013E0323,Ki3,20,3,S,3.24.2011
10g-1612-25@,Z013E0323,Ki3,,,,3.24.2011
10g-1613-21@,Z013E0324,Ki3,16,5,S,3.24.2011
10g-1613-22@,Z013E0324,Ki3,16,4,T,3.24.2011
10g-1613-23@,Z013E0324,Ki3,14,4,S,3.24.2011
10g-1613-24@,Z013E0324,Ki3,16,3,S,3.24.2011
10g-1614-21@,Z024E0212,P39,,,,3.24.2011
10g-1614-22@,Z024E0212,P39,,,,3.24.2011
10g-1614-23@,Z024E0212,P39,,,,3.24.2011
10g-1615-21@,Z019E0075,MS71,16,2,S,3.24.2011
10g-1615-22@,Z019E0075,MS71,18,1,S,3.24.2011
10g-1615-23@,Z019E0075,MS71,,,,3.24.2011
10g-1616-21@,Z011E0175,Il14H,12,1,S,3.24.2011
10g-1616-22@,Z011E0175,Il14H,10,1,S,3.24.2011
10g-1616-23@,Z011E0175,Il14H,,,,3.24.2011
10g-1616-24@,Z011E0175,Il14H,,,,3.24.2011
10g-1617-21@,Z021E0008,NC358,14,3,T,3.24.2011
10g-1617-22@,Z021E0008,NC358,14,3,T,3.24.2011
10g-1617-23@,Z021E0008,NC358,16,3,S,3.24.2011
10g-1618-21@,Z021E0044,NC358,22,5,S,3.24.2011
10g-1618-22@,Z021E0044,NC358,20,4,S,3.24.2011
10g-1618-23@,Z021E0044,NC358,16,4,S,3.24.2011
10g-1618-24@,Z021E0044,NC358,,,,3.24.2011
10g-1619-21@,Z021E0093,NC358,22,4,T,3.24.2011
10g-1619-22@,Z021E0093,NC358,18,4,T,3.24.2011
10g-1619-23@,Z021E0093,NC358,,,,3.24.2011
10g-1620-21@,Z021E0080,NC358,14,5,S,3.24.2011
10g-1620-22@,Z021E0080,NC358,12,5,S,3.24.2011
10g-1621-21@,Z011E0162,Il14H,12,5,S,3.24.2011
10g-1621-22@,Z011E0162,Il14H,12,4,S,3.24.2011
10g-1621-23@,Z011E0162,Il14H,12,1,S,3.24.2011
10g-1621-24@,Z011E0162,Il14H,,,,3.24.2011
10g-1622-21@,Z021E0183,NC358,14,5,S,3.24.2011
10g-1622-22@,Z021E0183,NC358,16,3,S,3.24.2011
10g-1622-23@,Z021E0183,NC358,16,2,S,3.24.2011
10g-1623-21@,Z021E0066,NC358,16,5,S,3.24.2011
10g-1623-22@,Z021E0066,NC358,14,5,S,3.24.2011
10g-1623-23@,Z021E0066,NC358,12,5,S,3.24.2011
10g-1623-24@,Z021E0066,NC358,16,5,S,3.24.2011
10g-1623-25@,Z021E0066,NC358,,,,3.24.2011
10g-1624-21@,Z021E0049,NC358,16,5,S,3.24.2011
10g-1624-22@,Z021E0049,NC358,18,4,S,3.24.2011
10g-1624-23@,Z021E0049,NC358,18,5,S,3.24.2011
10g-1624-24@,Z021E0049,NC358,,,,3.24.2011
10g-1625-21@,Z021E0198,NC358,14,5,S,3.24.2011
10g-1626-21@,Z014E0162,Ky21,20,5,S,3.24.2011
10g-1626-22@,Z014E0162,Ky21,18,3,S,3.24.2011
10g-1626-23@,Z014E0162,Ky21,,,,3.24.2011
10g-1627-21@,Z006E0041,CML322,20,3,T,3.24.2011
10g-1627-22@,Z006E0041,CML322,20,4,S,3.24.2011
10g-1628-21@,Z021E0024,NC358,16,4,S,3.24.2011
10g-1628-22@,Z021E0024,NC358,16,5,S,3.24.2011
10g-1628-23@,Z021E0024,NC358,14,4,S,3.24.2011
10g-1628-24@,Z021E0024,NC358,14,3,S,3.24.2011
10g-1630-21@,Z012E0008,Ki11,18,5,S,3.24.2011
10g-1630-22@,Z012E0008,Ki11,18,1,S,3.24.2011
10g-1631-21@,Z021E0069,NC358,16,4,S,3.24.2011
10g-1631-22@,Z021E0069,NC358,14,2,T,3.24.2011
10g-1631-23@,Z021E0069,NC358,14,1,S,3.24.2011
10g-1632-21@,Z021E0112,NC358,14,4,S,3.24.2011
10g-1632-22@,Z021E0112,NC358,12,3,S,3.24.2011
10g-1633-21@,Z016E0034,M37W,18,4,S,3.24.2011
10g-1633-22@,Z016E0034,M37W,16,5,S,3.24.2011
10g-1633-23@,Z016E0034,M37W,18,3,S,3.24.2011
10g-1634-21@,Z014E0084,Ky21,12,5,S,3.24.2011
10g-1634-22@,Z014E0084,Ky21,14,5,S,3.24.2011
10g-1634-23@,Z014E0084,Ky21,15,3,S,3.24.2011
10g-1634-24@,Z014E0084,Ky21,16,4,S,3.24.2011
10g-1635-21@,Z021E0027,NC358,12,5,S,3.24.2011
10g-1635-22@,Z021E0027,NC358,12,4,S,3.24.2011
10g-1635-23@,Z021E0027,NC358,10,4,T,3.24.2011
10g-1636-21@,Z018E0131,Mo18W,18,2,S,3.24.2011
10g-1637-21@,Z004E0034,CML247,18,5,S,3.24.2011
10g-1637-22@,Z004E0034,CML247,18,3,T,3.24.2011
10g-1637-23@,Z004E0034,CML247,,,,3.24.2011
10g-1638-21@,Z021E0114,NC358,16,3,T,3.24.2011
10g-1638-22@,Z021E0114,NC358,16,3,T,3.24.2011
10g-1638-23@,Z021E0114,NC358,16,1,T,3.24.2011
10g-1638-24@,Z021E0114,NC358,,,,3.24.2011
10g-1639-21@,Z021E0052,NC358,16,5,S,3.24.2011
10g-1639-22@,Z021E0052,NC358,14,5,S,3.24.2011
10g-1639-23@,Z021E0052,NC358,18,3,S,3.24.2011
10g-1639-24@,Z021E0052,NC358,14,2,S,3.24.2011
10g-1640-21@,Z021E0029,NC358,16,5,S,3.24.2011
10g-1640-22@,Z021E0029,NC358,16,5,S,3.24.2011
10g-1640-23@,Z021E0029,NC358,14,4,S,3.24.2011
10g-1640-24@,Z021E0029,NC358,14,4,S,3.24.2011
10g-1640-25@,Z021E0029,NC358,14,3,S,3.24.2011
10g-1641-21@,Z021E0085,NC358,14,5,S,3.24.2011
10g-1641-22@,Z021E0085,NC358,14,5,S,3.24.2011
10g-1641-23@,Z021E0085,NC358,16,5,S,3.24.2011
10g-1641-24@,Z021E0085,NC358,14,5,S,3.24.2011
10g-1642-21@,Z006E0171,CML322,16,5,S,3.24.2011
10g-1642-22@,Z006E0171,CML322,14,4,S,3.24.2011
10g-1642-23@,Z006E0171,CML322,16,3,T,3.24.2011
10g-1642-24@,Z006E0171,CML322,,,,3.24.2011
10g-1642-25@,Z006E0171,CML322,,,,3.24.2011
10g-1643-21@,Z021E0035,NC358,16,5,S,3.24.2011
10g-1644-21@,Z001E0016,B97,,,,3.24.2011
10g-1644-22@,Z001E0016,B97,,,,3.24.2011
10g-1645-21@,Z021E0119,NC358,18,5,S,3.24.2011
10g-1645-22@,Z021E0119,NC358,18,4,S,3.24.2011
10g-1645-23@,Z021E0119,NC358,16,5,S,3.24.2011
10g-1646-21@,Z021E0151,NC358,16,5,S,3.24.2011
10g-1646-22@,Z021E0151,NC358,14,5,S,3.24.2011
10g-1646-23@,Z021E0151,NC358,14,5,S,3.24.2011
10g-1646-24@,Z021E0151,NC358,16,5,S,3.24.2011
10g-1646-25@,Z021E0151,NC358,14,5,S,3.24.2011
10g-1649-21@,Z002E0136,CML103,14,4,T,3.24.2011
10g-1649-22@,Z002E0136,CML103,14,4,S,3.24.2011
10g-1649-23@,Z002E0136,CML103,12,3,S,3.24.2011
10g-1650-21@,Z026E0081,Tzi8,24,4,T,3.24.2011
10g-1650-22@,Z026E0081,Tzi8,20,3,T,3.24.2011
10g-1650-23@,Z026E0081,Tzi8,20,3,T,3.24.2011
10g-1650-24@,Z026E0081,Tzi8,22,4,T,3.24.2011
10g-1650-25@,Z026E0081,Tzi8,18,3,T,3.24.2011
10g-1651-21@,Z021E0020,NC358,14,5,S,3.24.2011
10g-1651-22@,Z021E0020,NC358,14,4,S,3.24.2011
10g-1651-23@,Z021E0020,NC358,14,4,T,3.24.2011
10g-1652-21@,Z021E0184,NC358,16,5,S,3.24.2011
10g-1652-22@,Z021E0184,NC358,16,5,S,3.24.2011
10g-1653-21@,Z021E0083,NC358,18,4,T,3.24.2011
10g-1653-22@,Z021E0083,NC358,16,3,S,3.24.2011
10g-1654-21@,Z021E0170,NC358,22,4,T,3.24.2011
10g-1654-22@,Z021E0170,NC358,21,3,T,3.24.2011
10g-1655-21@,Z016E0081,M37W,16,4,S,3.24.2011
10g-1655-22@,Z016E0081,M37W,19,4,S,3.24.2011
10g-1655-23@,Z016E0081,M37W,18,5,S,3.24.2011
10g-1655-24@,Z016E0081,M37W,,,,3.24.2011
10g-1656-21@,Z021E0072,NC358,14,3,S,3.24.2011
10g-1656-22@,Z021E0072,NC358,16,3,S,3.24.2011
10g-1656-23@,Z021E0072,NC358,14,3,S,3.24.2011
10g-1656-24@,Z021E0072,NC358,,,,3.24.2011
10g-1657-21@,Z026E0183,Tzi8,12,5,S,3.24.2011
10g-1657-22@,Z026E0183,Tzi8,12,5,S,3.24.2011
10g-1657-23@,Z026E0183,Tzi8,14,4,S,3.24.2011
10g-1659-21@,Z021E0099,NC358,16,2,S,3.24.2011
10g-1659-22@,Z021E0099,NC358,14,2,S,3.24.2011
10g-1659-23@,Z021E0099,NC358,,,,3.24.2011
10g-1660-21@,Z012E0055,Ki11,20,5,S,3.24.2011
10g-1660-22@,Z012E0055,Ki11,17,3,T,3.24.2011
10g-1660-23@,Z012E0055,Ki11,19,4,S,3.24.2011
10g-1660-24@,Z012E0055,Ki11,,,,3.24.2011
10g-1661-21@,Z021E0015,NC358,12,3,S,3.24.2011
10g-1661-22@,Z021E0015,NC358,16,5,S,3.24.2011
10g-1661-23@,Z021E0015,NC358,,,,3.24.2011
10g-1662-21@,Z026E0131,Tzi8,14,3,T,3.24.2011
10g-1662-22@,Z026E0131,Tzi8,18,4,T,3.24.2011
10g-1662-23@,Z026E0131,Tzi8,16,4,T,3.24.2011
10g-1662-24@,Z026E0131,Tzi8,16,2,T,3.24.2011
10g-1664-21@,Z023E0056,Oh7B,16,5,S,3.24.2011
10g-1664-22@,Z023E0056,Oh7B,12,5,S,3.24.2011
10g-1664-23@,Z023E0056,Oh7B,16,5,S,3.24.2011
10g-1664-24@,Z023E0056,Oh7B,14,4,S,3.24.2011
10g-1665-21@,Z026E0189,Tzi8,18,3,S,3.24.2011
10g-1665-22@,Z026E0189,Tzi8,24,3,T,3.24.2011
10g-1665-23@,Z026E0189,Tzi8,17,3,T,3.24.2011
10g-1665-24@,Z026E0189,Tzi8,18,3,T,3.24.2011
10g-1665-25@,Z026E0189,Tzi8,18,4,T,3.24.2011
10g-1666-21@,Z025E0123,Tx303,16,5,S,3.24.2011
10g-1666-22@,Z025E0123,Tx303,16,3,S,3.24.2011
10g-1669-21@,Z021E0135,NC358,14,2,S,3.24.2011
10g-1669-22@,Z021E0135,NC358,14,2,S,3.24.2011
10g-1670-21@,Z021E0001,NC358,12,5,S,3.24.2011
10g-1670-22@,Z021E0001,NC358,12,3,S,3.24.2011
10g-1670-23@,Z021E0001,NC358,14,3,S,3.24.2011
10g-1670-24@,Z021E0001,NC358,12,3,S,3.24.2011
10g-1671-21@,Z009E0019,CML69,12,4,S,3.24.2011
10g-1671-22@,Z009E0019,CML69,14,5,S,3.24.2011
10g-1671-23@,Z009E0019,CML69,14,2,S,3.24.2011
10g-1671-24@,Z009E0019,CML69,12,2,S,3.24.2011
10g-1671-25@,Z009E0019,CML69,,,,3.24.2011
10g-1672-21@,Z021E0159,NC358,18,3,T,3.24.2011
10g-1672-22@,Z021E0159,NC358,16,3,T,3.24.2011
10g-1673-21@,Z014E0075,Ky21,12,5,S,3.24.2011
10g-1673-22@,Z014E0075,Ky21,12,5,S,3.24.2011
10g-1673-23@,Z014E0075,Ky21,10,5,S,3.24.2011
10g-1673-24@,Z014E0075,Ky21,,,,3.24.2011
10g-1674-21@,Z021E0034,NC358,12,5,S,3.24.2011
10g-1674-22@,Z021E0034,NC358,14,5,S,3.24.2011
10g-1674-23@,Z021E0034,NC358,12,5,S,3.24.2011
10g-1674-24@,Z021E0034,NC358,12,3,S,3.24.2011
10g-1674-25@,Z021E0034,NC358,,,,3.24.2011
10g-1675-21@,Z021E0162,NC358,16,5,S,3.24.2011
10g-1675-22@,Z021E0162,NC358,16,5,S,3.24.2011
10g-1675-23@,Z021E0162,NC358,14,3,S,3.24.2011
10g-1675-24@,Z021E0162,NC358,16,4,S,3.24.2011
10g-1676-21@,Z016E0019,M37W,14,5,S,3.24.2011
10g-1676-22@,Z016E0019,M37W,12,5,S,3.24.2011
10g-1676-23@,Z016E0019,M37W,14,4,S,3.24.2011
10g-1676-24@,Z016E0019,M37W,12,4,S,3.24.2011
10g-1676-25@,Z016E0019,M37W,,,,3.24.2011
10g-1677-21@,Z006E0094,CML322,16,4,S,3.24.2011
10g-1677-22@,Z006E0094,CML322,16,5,S,3.24.2011
10g-1677-23@,Z006E0094,CML322,14,5,S,3.24.2011
10g-1677-24@,Z006E0094,CML322,,,,3.24.2011
10g-1677-25@,Z006E0094,CML322,,,,3.24.2011
10g-1678-21@,Z021E0082,NC358,,,,3.24.2011
10g-1678-22@,Z021E0082,NC358,14,5,S,3.24.2011
10g-1678-23@,Z021E0082,NC358,12,5,S,3.24.2011
10g-1679-21@,Z016E0002,M37W,14,5,S,3.24.2011
10g-1679-22@,Z016E0002,M37W,14,5,S,3.24.2011
10g-1679-23@,Z016E0002,M37W,14,3,S,3.24.2011
10g-1679-24@,Z016E0002,M37W,12,3,S,3.24.2011
10g-1680-21@,Z021E0111,NC358,14,4,S,3.24.2011
10g-1680-22@,Z021E0111,NC358,14,4,S,3.24.2011
10g-1680-23@,Z021E0111,NC358,16,2,S,3.24.2011
10g-1680-24@,Z021E0111,NC358,,,,3.24.2011
10g-1681-21@,Z015E0071,M162W,12,4,S,3.24.2011
10g-1681-22@,Z015E0071,M162W,14,4,S,3.24.2011
10g-1681-23@,Z015E0071,M162W,14,4,S,3.24.2011
10g-1681-24@,Z015E0071,M162W,,,,3.24.2011
10g-1682-21@,Z021E0197,NC358,18,4,T,3.24.2011
10g-1682-22@,Z021E0197,NC358,19,3,S,3.24.2011
10g-1682-23@,Z021E0197,NC358,14,3,T,3.24.2011
10g-1682-24@,Z021E0197,NC358,18,3,T,3.24.2011
10g-1683-21@,Z020E0050,NC350,12,5,S,3.24.2011
10g-1683-22@,Z020E0050,NC350,14,5,S,3.24.2011
10g-1683-23@,Z020E0050,NC350,16,4,S,3.24.2011
10g-1683-24@,Z020E0050,NC350,16,5,S,3.24.2011
10g-1683-25@,Z020E0050,NC350,16,4,S,3.24.2011
10g-1684-21@,Z026E0156,Tzi8,14,4,S,3.24.2011
10g-1684-22@,Z026E0156,Tzi8,14,5,S,3.24.2011
10g-1684-23@,Z026E0156,Tzi8,16,5,S,3.24.2011
10g-1684-24@,Z026E0156,Tzi8,14,3,S,3.24.2011
10g-1685-21@,Z016E0161,M37W,18,5,S,3.24.2011
10g-1685-22@,Z016E0161,M37W,16,5,S,3.24.2011
10g-1685-23@,Z016E0161,M37W,16,5,S,3.24.2011
10g-1686-21@,Z006E0125,CML322,12,5,S,3.24.2011
10g-1686-22@,Z006E0125,CML322,12,5,S,3.24.2011
10g-1686-23@,Z006E0125,CML322,14,4,S,3.24.2011
10g-1686-24@,Z006E0125,CML322,12,4,S,3.24.2011
10g-1686-25@,Z006E0125,CML322,,,,3.24.2011
10g-1687-21@,Z009E0129,CML69,16,5,S,3.24.2011
10g-1687-22@,Z009E0129,CML69,16,5,S,3.24.2011
10g-1687-23@,Z009E0129,CML69,14,5,S,3.24.2011
10g-1687-24@,Z009E0129,CML69,14,5,S,3.24.2011
10g-1688-21@,Z009E0199,CML69,18,5,S,3.24.2011
10g-1688-22@,Z009E0199,CML69,18,4,S,3.24.2011
10g-1688-23@,Z009E0199,CML69,16,3,S,3.24.2011
10g-1688-24@,Z009E0199,CML69,,,,3.24.2011
10g-1689-21@,Z004E0040,CML247,16,4,S,3.24.2011
10g-1689-22@,Z004E0040,CML247,16,4,S,3.24.2011
10g-1689-23@,Z004E0040,CML247,16,4,S,3.24.2011
10g-1689-24@,Z004E0040,CML247,16,4,S,3.24.2011
10g-1689-25@,Z004E0040,CML247,,,,3.24.2011
10g-1689-26@,Z004E0040,CML247,,,,3.24.2011
10g-1691-21@,Z009E0124,CML69,18,5,S,3.24.2011
10g-1691-22@,Z009E0124,CML69,18,5,S,3.24.2011
10g-1691-23@,Z009E0124,CML69,18,5,S,3.24.2011
10g-1691-24@,Z009E0124,CML69,14,5,S,3.24.2011
10g-1691-25@,Z009E0124,CML69,14,5,S,3.24.2011
10g-1692-21@,Z020E0015,NC350,18,3,S,3.24.2011
10g-1692-22@,Z020E0015,NC350,20,3,S,3.24.2011
10g-1692-23@,Z020E0015,NC350,16,2,S,3.24.2011
10g-1692-24@,Z020E0015,NC350,18,2,S,3.24.2011
10g-1692-25@,Z020E0015,NC350,,,,3.24.2011
10g-1693-21@,Z026E0135,Tzi8,19,3,T,3.24.2011
10g-1693-22@,Z026E0135,Tzi8,,,,3.24.2011
10g-1694-21@,Z005E0044,CML277,14,4,S,3.24.2011
10g-1694-22@,Z005E0044,CML277,14,4,S,3.24.2011
10g-1694-23@,Z005E0044,CML277,12,2,S,3.24.2011
10g-1694-24@,Z005E0044,CML277,,,,3.24.2011
10g-1695-21@,Z021E0193,NC358,14,5,S,3.24.2011
10g-1695-22@,Z021E0193,NC358,14,5,S,3.24.2011
10g-1695-23@,Z021E0193,NC358,14,5,S,3.24.2011
10g-1695-24@,Z021E0193,NC358,16,3,S,3.24.2011
10g-1695-25@,Z021E0193,NC358,12,3,S,3.24.2011
10g-1696-21@,Z013E0021,Ki3,16,3,S,3.24.2011
10g-1697-21@,Z006E0124,CML322,20,5,S,3.24.2011
10g-1697-22@,Z006E0124,CML322,20,2,S,3.24.2011
10g-1697-23@,Z006E0124,CML322,,,,3.24.2011
10g-1697-24@,Z006E0124,CML322,,,,3.24.2011
10g-1698-21@,Z014E0012,Ky21,16,4,T,3.24.2011
10g-1698-22@,Z014E0012,Ky21,14,3,S,3.24.2011
10g-1698-23@,Z014E0012,Ky21,16,3,T,3.24.2011
10g-1698-24@,Z014E0012,Ky21,14,4,S,3.24.2011
10g-1699-21@,Z021E0152,NC358,18,5,S,3.24.2011
10g-1699-22@,Z021E0152,NC358,17,3,S,3.24.2011
10g-1699-23@,Z021E0152,NC358,16,5,S,3.24.2011
10g-1700-21@,Z006E0157,CML322,20,5,S,3.24.2011
10g-1700-22@,Z006E0157,CML322,20,4,S,3.24.2011
10g-1700-23@,Z006E0157,CML322,20,4,S,3.24.2011
10g-1701-21@,Z021E0161,NC358,20,4,S,3.24.2011
10g-1701-22@,Z021E0161,NC358,22,3,S,3.24.2011
10g-1701-23@,Z021E0161,NC358,18,3,S,3.24.2011
10g-1702-21@,Z016E0070,M37W,16,3,S,3.24.2011
10g-1702-22@,Z016E0070,M37W,14,1,S,3.24.2011
10g-1703-21@,Z021E0031,NC358,14,5,S,3.24.2011
10g-1703-22@,Z021E0031,NC358,12,5,S,3.24.2011
10g-1703-23@,Z021E0031,NC358,14,5,S,3.24.2011
10g-1703-24@,Z021E0031,NC358,14,2,S,3.24.2011
10g-1704-21@,Z014E0166,Ky21,18,5,S,3.24.2011
10g-1704-22@,Z014E0166,Ky21,16,5,S,3.24.2011
10g-1704-23@,Z014E0166,Ky21,16,5,S,3.24.2011
10g-1705-21@,Z026E0126,Tzi8,14,5,S,3.24.2011
10g-1705-22@,Z026E0126,Tzi8,14,5,S,3.24.2011
10g-1705-23@,Z026E0126,Tzi8,14,5,S,3.24.2011
10g-1705-24@,Z026E0126,Tzi8,16,3,S,3.24.2011
10g-1705-25@,Z026E0126,Tzi8,,,,3.24.2011
10g-1707-21@,Z014E0099,Ky21,18,5,S,3.24.2011
10g-1707-22@,Z014E0099,Ky21,20,4,T,3.24.2011
10g-1707-23@,Z014E0099,Ky21,18,5,S,3.24.2011
10g-1707-24@,Z014E0099,Ky21,18,5,S,3.24.2011
10g-1708-21@,Z007E0117,CML333,16,5,S,3.24.2011
10g-1708-22@,Z007E0117,CML333,14,5,S,3.24.2011
10g-1708-23@,Z007E0117,CML333,14,4,T,3.24.2011
10g-1708-24@,Z007E0117,CML333,12,2,S,3.24.2011
10g-1709-21@,Z006E0188,CML322,16,5,S,3.24.2011
10g-1709-22@,Z006E0188,CML322,18,5,S,3.24.2011
10g-1709-23@,Z006E0188,CML322,16,5,S,3.24.2011
10g-1710-21@,Z014E0098,Ky21,16,4,T,3.24.2011
10g-1710-22@,Z014E0098,Ky21,16,3,T,3.24.2011
10g-1710-23@,Z014E0098,Ky21,14,2,T,3.24.2011
10g-1711-21@,Z016E0153,M37W,12,4,S,3.24.2011
10g-1711-22@,Z016E0153,M37W,16,4,S,3.24.2011
10g-1711-23@,Z016E0153,M37W,16,3,S,3.24.2011
10g-1712-21@,Z007E0123,CML333,14,4,S,3.24.2011
10g-1712-22@,Z007E0123,CML333,12,4,S,3.24.2011
10g-1712-23@,Z007E0123,CML333,16,4,S,3.24.2011
10g-1712-24@,Z007E0123,CML333,12,3,S,3.24.2011
10g-1713-21@,Z021E0194,NC358,20,3,S,3.24.2011
10g-1713-22@,Z021E0194,NC358,16,2,S,3.24.2011
10g-1714-21@,Z009E0059,CML69,14,4,S,3.24.2011
10g-1714-22@,Z009E0059,CML69,14,4,S,3.24.2011
10g-1715-21@,Z003E0158,CML228,16,5,S,3.24.2011
10g-1715-22@,Z003E0158,CML228,18,1,S,3.24.2011
10g-1716-21@,Z002E0116,CML103,16,4,S,3.24.2011
10g-1716-22@,Z002E0116,CML103,14,3,S,3.24.2011
10g-1716-23@,Z002E0116,CML103,16,3,S,3.24.2011
10g-1717-21@,Z004E0162,CML247,16,5,S,3.24.2011
